date,exchange_rate
8/21/2013,64.45756127
8/22/2013,64.88028222
8/23/2013,64.02470985
8/24/2013,64.02470985
8/25/2013,64.02470985
8/26/2013,64.46523464
8/27/2013,67.31518968
8/28/2013,68.9780475
8/29/2013,66.95537464
8/30/2013,66.37476388
8/31/2013,66.37476388
9/1/2013,66.37476388
9/2/2013,66.27015976
9/3/2013,68.24476162
9/4/2013,67.02528282
9/5/2013,66.11498258
9/6/2013,65.24510178
9/7/2013,65.24510178
9/8/2013,65.24510178
9/9/2013,65.24480825
9/10/2013,63.8897281
9/11/2013,63.36523967
9/12/2013,63.45071482
9/13/2013,63.58029334
9/14/2013,63.58029334
9/15/2013,63.58029334
9/16/2013,62.84719623
9/17/2013,63.37226715
9/18/2013,63.44967046
9/19/2013,61.90107051
9/20/2013,62.27763801
9/21/2013,62.27763801
9/22/2013,62.27763801
9/23/2013,62.65472313
9/24/2013,62.98003414
9/25/2013,62.51110782
9/26/2013,62.07867249
9/27/2013,62.49759917
9/28/2013,62.49759917
9/29/2013,62.49759917
9/30/2013,62.82413921
10/1/2013,62.62284197
10/2/2013,62.59119497
10/3/2013,61.73973812
10/4/2013,61.52578533
10/5/2013,61.52578533
10/6/2013,61.52578533
10/7/2013,61.82729148
10/8/2013,61.79507955
10/9/2013,61.85571587
10/10/2013,61.18016553
10/11/2013,61.07990565
10/12/2013,61.07990565
10/13/2013,61.07990565
10/14/2013,61.43394279
10/15/2013,61.62009931
10/16/2013,61.84499668
10/17/2013,61.22017274
10/18/2013,61.264981
10/19/2013,61.264981
10/20/2013,61.264981
10/21/2013,61.56435209
10/22/2013,61.59134123
10/23/2013,61.65212333
10/24/2013,61.43643607
10/25/2013,61.52863468
10/26/2013,61.52863468
10/27/2013,61.52863468
10/28/2013,61.52495647
10/29/2013,61.47007554
10/30/2013,61.23736823
10/31/2013,61.48229602
11/1/2013,61.72861903
11/2/2013,61.72861903
11/3/2013,61.72861903
11/4/2013,62.21531171
11/5/2013,61.81339855
11/6/2013,62.43545165
11/7/2013,62.59034792
11/8/2013,62.76524458
11/9/2013,62.76524458
11/10/2013,62.76524458
11/11/2013,63.24025683
11/12/2013,63.69565217
11/13/2013,63.44092434
11/14/2013,63.34995534
11/15/2013,63.12035661
11/16/2013,63.12035661
11/17/2013,63.12035661
11/18/2013,62.30302582
11/19/2013,62.17967708
11/20/2013,62.48466031
11/21/2013,62.94017221
11/22/2013,62.87098683
11/23/2013,62.87098683
11/24/2013,62.87098683
11/25/2013,62.49519017
11/26/2013,62.48394478
11/27/2013,62.1550456
11/28/2013,62.41024132
11/29/2013,62.43038719
11/30/2013,62.43038719
12/1/2013,62.43038719
12/2/2013,62.31973995
12/3/2013,62.35749006
12/4/2013,61.95409064
12/5/2013,61.69265853
12/6/2013,61.60237172
12/7/2013,61.60237172
12/8/2013,61.60237172
12/9/2013,61.13467425
12/10/2013,61.02901818
12/11/2013,61.30529527
12/12/2013,62.00798548
12/13/2013,62.16580462
12/14/2013,62.16580462
